"","x"
"28272","Multifamily Housing"
"28273","Multifamily Housing"
"28274","Other"
"28275","Other"
"28276","Other"
"28277","Office"
"28278","Other"
"28279","Hotel"
"28280","Multifamily Housing"
"28281","Other"
"28282","Multifamily Housing"
"28283","Multifamily Housing"
"28284","Multifamily Housing"
"28285","Multifamily Housing"
"28286","Multifamily Housing"
"28287","Multifamily Housing"
"28288","Multifamily Housing"
"28289","Multifamily Housing"
"28290","Retail"
"28291","Multifamily Housing"
"28292","Multifamily Housing"
"28293","Multifamily Housing"
"28294","Multifamily Housing"
"28295","Multifamily Housing"
"28296","Education"
"28297","Education"
"28298","Multifamily Housing"
"28299","Entertainment"
"28300","Multifamily Housing"
"28301","Office"
"28302","Multifamily Housing"
"28303","Multifamily Housing"
"28304","Hospital"
"28305","Multifamily Housing"
"28306","Multifamily Housing"
"28307","Multifamily Housing"
"28308","Retail"
"28309","Multifamily Housing"
"28310","Multifamily Housing"
"28311","Multifamily Housing"
"28312","Multifamily Housing"
"28313","Multifamily Housing"
"28314","Multifamily Housing"
"28315","Multifamily Housing"
"28316","Multifamily Housing"
"28317","Multifamily Housing"
"28318","Multifamily Housing"
"28319","Entertainment"
"28320","Multifamily Housing"
"28321","Multifamily Housing"
"28322","Other"
"28323","Supermarket"
"28324","Retail"
"28325","Supermarket"
"28326","Warehouse"
"28327","Education"
"28328","Hospital"
"28329","Warehouse"
"28330","Supermarket"
"28331","Retail"
"28332","Retail"
"28333","Retail"
"28334","Warehouse"
"28335","Office"
"28336","Office"
"28337","Office"
"28338","Office"
"28339","Office"
"28340","Office"
"28341","Office"
"28342","Office"
"28343","Entertainment"
"28344","Office"
"28345","Multifamily Housing"
"28346","Office"
"28347","Bank/Financial Institution"
"28348","Retail"
"28349","Office"
"28350","Office"
"28351","Office"
"28352","Office"
"28353","Office"
"28354","Office"
"28355","Office"
"28356","Office"
"28357","Office"
"28358","Office"
"28359","Bank/Financial Institution"
"28360","Office"
"28361","Office"
"28362","Office"
"28363","Office"
"28364","Office"
"28365","Office"
"28366","Office"
"28367","Bank/Financial Institution"
"28368","Office"
"28369","Other"
"28370","Office"
"28371","Office"
"28372","Office"
"28373","Office"
"28374","Office"
"28375","Office"
"28376","Office"
"28377","Office"
"28378","Office"
"28379","Office"
"28380","Office"
"28381","Office"
"28382","Office"
"28383","Office"
"28384","Office"
"28385","Office"
"28386","Office"
"28387","Office"
"28388","Office"
"28389","Office"
"28390","Office"
"28391","Office"
"28392","Office"
"28393","Office"
"28394","Office"
"28395","Office"
"28396","Office"
"28397","Office"
"28398","Office"
"28399","Office"
"28400","Warehouse"
"28401","Office"
"28402","Office"
"28403","Office"
"28404","Education"
"28405","Office"
"28406","Office"
"28407","Office"
"28408","Office"
"28409","Office"
"28410","Office"
"28411","Bank/Financial Institution"
"28412","College/University"
"28413","Office"
"28414","Office"
"28415","Hospital"
"28416","College/University"
"28417","College/University"
"28418","Office"
"28419","Office"
"28420","Office"
"28421","College/University"
"28422","Data Center"
"28423","Office"
"28424","Office"
"28425","Office"
"28426","Office"
"28427","Office"
"28428","Office"
"28429","Multifamily Housing"
"28430","Hotel"
"28431","Hotel"
"28432","Office"
"28433","Multifamily Housing"
"28434","Office"
"28435","Office"
"28436","Office"
"28437","Multifamily Housing"
"28438","Other"
"28439","Office"
"28440","Office"
"28441","Office"
"28442","Hotel"
"28443","Office"
"28444","Office"
"28445","Office"
"28446","Office"
"28447","Office"
"28448","Office"
"28449","Hotel"
"28450","Hotel"
"28451","Office"
"28452","Office"
"28453","Office"
"28454","Other"
"28455","Multifamily Housing"
"28456","Multifamily Housing"
"28457","Multifamily Housing"
"28458","Senior Care"
"28459","Senior Care"
"28460","Office"
"28461","Other"
"28462","Medical Office"
"28463","Hospital"
"28464","Multifamily Housing"
"28465","Multifamily Housing"
"28466","Hotel"
"28467","College/University"
"28468","Education"
"28469","Education"
"28470","Other"
"28471","Other"
"28472","Retail"
"28473","Office"
"28474","Other"
"28475","Office"
"28476","Hotel"
"28477","Office"
"28478","Office"
"28479","Other"
"28480","Office"
"28481","Office"
"28482","Office"
"28483","Office"
"28484","Office"
"28485","Office"
"28486","Office"
"28487","Office"
"28488","Other"
"28489","Office"
"28490","Office"
"28491","Office"
"28492","Office"
"28493","Multifamily Housing"
"28494","Warehouse"
"28495","Office"
"28496","Office"
"28497","Office"
"28498","Office"
"28499","Office"
"28500","Office"
"28501","Office"
"28502","Multifamily Housing"
"28503","Office"
"28504","Hotel"
"28505","Office"
"28506","Office"
"28507","Office"
"28508","Other"
"28509","Office"
"28510","Other"
"28511","Senior Care"
"28512","Office"
"28513","Office"
"28514","Multifamily Housing"
"28515","Multifamily Housing"
"28516","Multifamily Housing"
"28517","Multifamily Housing"
"28518","College/University"
"28519","College/University"
"28520","Library"
"28521","Other"
"28522","Multifamily Housing"
"28523","Education"
"28524","Office"
"28525","Education"
"28526","Office"
"28527","Office"
"28528","College/University"
"28529","College/University"
"28530","College/University"
"28531","Office"
"28532","Office"
"28533","College/University"
"28534","College/University"
"28535","Multifamily Housing"
"28536","College/University"
"28537","College/University"
"28538","College/University"
"28539","College/University"
"28540","College/University"
"28541","College/University"
"28542","College/University"
"28543","College/University"
"28544","College/University"
"28545","Other"
"28546","Multifamily Housing"
"28547","College/University"
"28548","Education"
"28549","College/University"
"28550","College/University"
"28551","College/University"
"28552","Multifamily Housing"
"28553","Multifamily Housing"
"28554","Education"
"28555","Multifamily Housing"
"28556","Multifamily Housing"
"28557","Office"
"28558","Education"
"28559","Entertainment"
"28560","Education"
"28561","Education"
"28562","Education"
"28563","Office"
"28564","Education"
"28565","Office"
"28566","Office"
"28567","Office"
"28568","Office"
"28569","Retail"
"28570","Office"
"28571","Other"
"28572","Education"
"28573","Office"
"28574","Other"
"28575","College/University"
"28576","College/University"
"28577","College/University"
"28578","Office"
"28579","College/University"
"28580","Office"
"28581","Warehouse"
"28582","Office"
"28583","Office"
"28584","Hotel"
"28585","Other"
"28586","Office"
"28587","Office"
"28588","Office"
"28589","Office"
"28590","Education"
"28591","Warehouse"
"28592","Office"
"28593","Office"
"28594","Office"
"28595","Office"
"28596","Other"
"28597","Office"
"28598","Office"
"28599","Multifamily Housing"
"28600","Office"
"28601","Office"
"28602","Hotel"
"28603","Office"
"28604","Office"
"28605","Office"
"28606","Office"
"28607","Other"
"28608","Warehouse"
"28609","Other"
"28610","Other"
"28611","Warehouse"
"28612","Other"
"28613","Office"
"28614","Office"
"28615","Office"
"28616","Office"
"28617","Other"
"28618","Retail"
"28619","Office"
"28620","Office"
"28621","Office"
"28622","Other"
"28623","Warehouse"
"28624","Office"
"28625","Other"
"28626","Office"
"28627","Retail"
"28628","Office"
"28629","Multifamily Housing"
"28630","Office"
"28631","Office"
"28632","Office"
"28633","Hotel"
"28634","Office"
"28635","Office"
"28636","Office"
"28637","Hotel"
"28638","Office"
"28639","Other"
"28640","Office"
"28641","Office"
"28642","Office"
"28643","Office"
"28644","Office"
"28645","Office"
"28646","Multifamily Housing"
"28647","Office"
"28648","Office"
"28649","Office"
"28650","Office"
"28651","Office"
"28652","Office"
"28653","Office"
"28654","Office"
"28655","Office"
"28656","Hotel"
"28657","Hotel"
"28658","Hotel"
"28659","Office"
"28660","Office"
"28661","Office"
"28662","Hotel"
"28663","Hotel"
"28664","Warehouse"
"28665","Office"
"28666","Office"
"28667","Multifamily Housing"
"28668","Office"
"28669","Other"
"28670","Office"
"28671","Office"
"28672","Office"
"28673","Office"
"28674","Hotel"
"28675","Office"
"28676","Office"
"28677","Office"
"28678","Office"
"28679","Office"
"28680","Office"
"28681","Office"
"28682","Office"
"28683","Office"
"28684","Office"
"28685","Other"
"28686","Office"
"28687","Office"
"28688","Office"
"28689","Office"
"28690","Office"
"28691","Office"
"28692","Office"
"28693","Office"
"28694","Office"
"28695","Office"
"28696","Office"
"28697","Office"
"28698","Other"
"28699","Office"
"28700","Office"
"28701","Office"
"28702","Office"
"28703","Office"
"28704","Office"
"28705","Office"
"28706","Office"
"28707","Office"
"28708","Office"
"28709","Office"
"28710","Office"
"28711","Warehouse"
"28712","Office"
"28713","Office"
"28714","Office"
"28715","Office"
"28716","Office"
"28717","Office"
"28718","Office"
"28719","Office"
"28720","Office"
"28721","Office"
"28722","Office"
"28723","Office"
"28724","Other"
"28725","Other"
"28726","Office"
"28727","Multifamily Housing"
"28728","Office"
"28729","Office"
"28730","Office"
"28731","Office"
"28732","Office"
"28733","Office"
"28734","Warehouse"
"28735","Other"
"28736","Office"
"28737","Office"
"28738","Office"
"28739","Office"
"28740","Office"
"28741","Office"
"28742","Office"
"28743","Office"
"28744","Other"
"28745","Other"
"28746","Other"
"28747","College/University"
"28748","Multifamily Housing"
"28749","College/University"
"28750","Medical Office"
"28751","Office"
"28752","Office"
"28753","Retail"
"28754","Multifamily Housing"
"28755","Office"
"28756","Hotel"
"28757","Office"
"28758","Office"
"28759","Office"
"28760","Office"
"28761","Hotel"
"28762","Office"
"28763","Office"
"28764","Office"
"28765","Office"
"28766","Office"
"28767","Office"
"28768","Hotel"
"28769","Office"
"28770","Office"
"28771","Office"
"28772","Office"
"28773","Office"
"28774","Office"
"28775","Office"
"28776","Office"
"28777","Office"
"28778","Office"
"28779","Office"
"28780","Office"
"28781","Hotel"
"28782","Office"
"28783","Office"
"28784","Office"
"28785","Office"
"28786","Office"
"28787","Office"
"28788","Office"
"28789","Other"
"28790","Office"
"28791","Office"
"28792","Office"
"28793","Office"
"28794","Office"
"28795","Hotel"
"28796","Office"
"28797","Office"
"28798","Office"
"28799","Office"
"28800","Office"
"28801","Retail"
"28802","Office"
"28803","Retail"
"28804","Retail"
"28805","Office"
"28806","Retail"
"28807","Office"
"28808","Office"
"28809","Office"
"28810","Office"
"28811","Office"
"28812","Office"
"28813","Office"
"28814","Office"
"28815","Office"
"28816","Office"
"28817","Office"
"28818","Office"
"28819","Office"
"28820","Office"
"28821","Office"
"28822","Office"
"28823","Office"
"28824","Office"
"28825","Office"
"28826","Office"
"28827","Office"
"28828","Other"
"28829","Office"
"28830","Office"
"28831","Hotel"
"28832","Office"
"28833","Office"
"28834","Office"
"28835","Education"
"28836","Other"
"28837","Office"
"28838","Office"
"28839","Office"
"28840","Office"
"28841","Multifamily Housing"
"28842","Office"
"28843","Multifamily Housing"
"28844","Office"
"28845","Office"
"28846","Office"
"28847","Office"
"28848","Office"
"28849","Office"
"28850","Office"
"28851","Office"
"28852","Office"
"28853","Office"
"28854","Office"
"28855","Office"
"28856","Office"
"28857","Office"
"28858","Other"
"28859","Office"
"28860","Multifamily Housing"
"28861","Office"
"28862","Office"
"28863","Office"
"28864","Office"
"28865","Office"
"28866","Office"
"28867","Office"
"28868","Office"
"28869","Office"
"28870","Office"
"28871","Office"
"28872","Office"
"28873","Office"
"28874","Office"
"28875","Office"
"28876","Office"
"28877","Office"
"28878","Office"
"28879","Office"
"28880","Office"
"28881","Office"
"28882","Office"
"28883","Warehouse"
"28884","Office"
"28885","Other"
"28886","Office"
"28887","Office"
"28888","Office"
"28889","Office"
"28890","Office"
"28891","Office"
"28892","Multifamily Housing"
"28893","Office"
"28894","Other"
"28895","Office"
"28896","Retail"
"28897","Office"
"28898","Office"
"28899","Office"
"28900","Office"
"28901","Office"
"28902","Office"
"28903","Hotel"
"28904","Other"
"28905","Office"
"28906","Office"
"28907","Hotel"
"28908","Office"
"28909","Office"
"28910","Office"
"28911","Office"
"28912","Office"
"28913","Office"
"28914","Retail"
"28915","Office"
"28916","Office"
"28917","Office"
"28918","Office"
"28919","Office"
"28920","Office"
"28921","Office"
"28922","Hotel"
"28923","Office"
"28924","Office"
"28925","Office"
"28926","Office"
"28927","Office"
"28928","Office"
"28929","Office"
"28930","Office"
"28931","Office"
"28932","Office"
"28933","Office"
"28934","Office"
"28935","Office"
"28936","Office"
"28937","Office"
"28938","Office"
"28939","Office"
"28940","Office"
"28941","Office"
"28942","Office"
"28943","Office"
"28944","Office"
"28945","Retail"
"28946","Office"
"28947","Office"
"28948","Office"
"28949","Office"
"28950","Office"
"28951","Office"
"28952","Office"
"28953","Office"
"28954","Hotel"
"28955","Office"
"28956","Office"
"28957","Office"
"28958","Multifamily Housing"
"28959","Office"
"28960","Office"
"28961","Office"
"28962","Education"
"28963","Education"
"28964","Education"
"28965","Office"
"28966","Office"
"28967","Other"
"28968","Office"
"28969","Office"
"28970","Office"
"28971","Office"
"28972","Other"
"28973","Warehouse"
"28974","Office"
"28975","Office"
"28976","Office"
"28977","Office"
"28978","Office"
"28979","Office"
"28980","Office"
"28981","Office"
"28982","Other"
"28983","Office"
"28984","Office"
"28985","Office"
"28986","Office"
"28987","Office"
"28988","Office"
"28989","Office"
"28990","Multifamily Housing"
"28991","Office"
"28992","Office"
"28993","Office"
"28994","Office"
"28995","Hotel"
"28996","Office"
"28997","Hotel"
"28998","Office"
"28999","Hotel"
"29000","Hotel"
"29001","Office"
"29002","Office"
"29003","Office"
"29004","Office"
"29005","Office"
"29006","Office"
"29007","Office"
"29008","Office"
"29009","Office"
"29010","Office"
"29011","Other"
"29012","Hotel"
"29013","Office"
"29014","Office"
"29015","Office"
"29016","Office"
"29017","Office"
"29018","Office"
"29019","Office"
"29020","Office"
"29021","Office"
"29022","Office"
"29023","Office"
"29024","Office"
"29025","Office"
"29026","Office"
"29027","Office"
"29028","Office"
"29029","Office"
"29030","Education"
"29031","Office"
"29032","Office"
"29033","Office"
"29034","Office"
"29035","Office"
"29036","Entertainment"
"29037","Office"
"29038","Office"
"29039","Office"
"29040","Office"
"29041","Office"
"29042","Office"
"29043","Office"
"29044","Office"
"29045","Office"
"29046","Office"
"29047","Office"
"29048","Medical Office"
"29049","Office"
"29050","Office"
"29051","Office"
"29052","Office"
"29053","Office"
"29054","Office"
"29055","Office"
"29056","Office"
"29057","Office"
"29058","Office"
"29059","Office"
"29060","Other"
"29061","Office"
"29062","Multifamily Housing"
"29063","Office"
"29064","Multifamily Housing"
"29065","Office"
"29066","Office"
"29067","Education"
"29068","Bank/Financial Institution"
"29069","Office"
"29070","Office"
"29071","Hotel"
"29072","Office"
"29073","Office"
"29074","Office"
"29075","Office"
"29076","Office"
"29077","Education"
"29078","Office"
"29079","Hotel"
"29080","Office"
"29081","Office"
"29082","Office"
"29083","Office"
"29084","Medical Office"
"29085","Medical Office"
"29086","Hotel"
"29087","Office"
"29088","Hotel"
"29089","Hotel"
"29090","Hotel"
"29091","Office"
"29092","Office"
"29093","Other"
"29094","Office"
"29095","Hotel"
"29096","Hotel"
"29097","Office"
"29098","Hospital"
"29099","Hospital"
"29100","Hospital"
"29101","Medical Office"
"29102","Multifamily Housing"
"29103","Education"
"29104","College/University"
"29105","College/University"
"29106","College/University"
"29107","Education"
"29108","Education"
"29109","Multifamily Housing"
"29110","Medical Office"
"29111","Office"
"29112","Hospital"
"29113","Hospital"
"29114","Office"
"29115","Medical Office"
"29116","Office"
"29117","Office"
"29118","Office"
"29119","Office"
"29120","Office"
"29121","Office"
"29122","Office"
"29123","Office"
"29124","Office"
"29125","Retail"
"29126","Office"
"29127","Bank/Financial Institution"
"29128","Office"
"29129","Office"
"29130","Hotel"
"29131","Hotel"
"29132","Hotel"
"29133","Hotel"
"29134","Multifamily Housing"
"29135","Office"
"29136","Office"
"29137","Office"
"29138","Hotel"
"29139","Office"
"29140","Hotel"
"29141","Office"
"29142","Office"
"29143","Office"
"29144","Bank/Financial Institution"
"29145","Office"
"29146","Hotel"
"29147","Office"
"29148","Office"
"29149","Hotel"
"29150","Office"
"29151","Office"
"29152","Office"
"29153","Office"
"29154","Office"
"29155","Office"
"29156","Office"
"29157","Office"
"29158","Hotel"
"29159","Office"
"29160","Office"
"29161","Hotel"
"29162","Office"
"29163","Office"
"29164","Office"
"29165","Other"
"29166","Office"
"29167","Office"
"29168","Office"
"29169","Office"
"29170","Entertainment"
"29171","Office"
"29172","Other"
"29173","Office"
"29174","Office"
"29175","Entertainment"
"29176","Hotel"
"29177","Office"
"29178","Other"
"29179","Hotel"
"29180","Hotel"
"29181","Hotel"
"29182","Multifamily Housing"
"29183","Office"
"29184","Office"
"29185","Office"
"29186","Office"
"29187","Office"
"29188","Office"
"29189","Office"
"29190","Hotel"
"29191","Office"
"29192","Office"
"29193","Hotel"
"29194","Office"
"29195","Office"
"29196","Office"
"29197","Office"
"29198","Office"
"29199","Office"
"29200","Education"
"29201","Office"
"29202","Office"
"29203","Office"
"29204","Office"
"29205","Office"
"29206","Office"
"29207","Office"
"29208","Hotel"
"29209","Hotel"
"29210","Office"
"29211","Multifamily Housing"
"29212","Office"
"29213","Office"
"29214","Office"
"29215","Hotel"
"29216","Other"
"29217","Hospital"
"29218","Other"
"29219","Hotel"
"29220","Hotel"
"29221","Other"
"29222","Office"
"29223","Office"
"29224","Hotel"
"29225","Retail"
"29226","Other"
"29227","Multifamily Housing"
"29228","Office"
"29229","Multifamily Housing"
"29230","Other"
"29231","Warehouse"
"29232","Hotel"
"29233","Office"
"29234","Other"
"29235","Office"
"29236","Office"
"29237","Retail"
"29238","Office"
"29239","Other"
"29240","College/University"
"29241","Office"
"29242","Hotel"
"29243","Other"
"29244","Education"
"29245","Office"
"29246","Office"
"29247","Other"
"29248","Other"
"29249","Other"
"29250","House of Worship"
"29251","Education"
"29252","College/University"
"29253","Education"
"29254","Hotel"
"29255","Other"
"29256","Hotel"
"29257","Hotel"
"29258","Education"
"29259","Office"
"29260","Education"
"29261","Hotel"
"29262","Education"
"29263","Education"
"29264","Hotel"
"29265","Multifamily Housing"
"29266","Multifamily Housing"
"29267","Hotel"
"29268","Hotel"
"29269","Multifamily Housing"
"29270","Senior Care"
"29271","Office"
"29272","Office"
"29273","Office"
"29274","Office"
"29275","Office"
"29276","Hotel"
"29277","Office"
"29278","Office"
"29279","Hotel"
"29280","Office"
"29281","Office"
"29282","Office"
"29283","Office"
"29284","Office"
"29285","Office"
"29286","Office"
"29287","Office"
"29288","Office"
"29289","Office"
"29290","Office"
"29291","Hotel"
"29292","Office"
"29293","Office"
"29294","Office"
"29295","Office"
"29296","Office"
"29297","Office"
"29298","Office"
"29299","Office"
"29300","Office"
"29301","Office"
"29302","Office"
"29303","Office"
"29304","Office"
"29305","Office"
"29306","Office"
"29307","Entertainment"
"29308","Office"
"29309","Office"
"29310","Office"
"29311","Office"
"29312","Office"
"29313","Office"
"29314","Office"
"29315","Entertainment"
"29316","Office"
"29317","Office"
"29318","Office"
"29319","Office"
"29320","Office"
"29321","Office"
"29322","Office"
"29323","Office"
"29324","Office"
"29325","Office"
"29326","Hotel"
"29327","Office"
"29328","Office"
"29329","Office"
"29330","Office"
"29331","Office"
"29332","Office"
"29333","Medical Office"
"29334","Office"
"29335","Office"
"29336","Office"
"29337","Office"
"29338","Retail"
"29339","Office"
"29340","Multifamily Housing"
"29341","Office"
"29342","Office"
"29343","Office"
"29344","Office"
"29345","Office"
"29346","Office"
"29347","Office"
"29348","Office"
"29349","Office"
"29350","Office"
"29351","Office"
"29352","Office"
"29353","Office"
"29354","Office"
"29355","Office"
"29356","Office"
"29357","Bank/Financial Institution"
"29358","Office"
"29359","Office"
"29360","Office"
"29361","Office"
"29362","Hotel"
"29363","Office"
"29364","Office"
"29365","Office"
"29366","Office"
"29367","Office"
"29368","Office"
"29369","Office"
"29370","Office"
"29371","Office"
"29372","Office"
"29373","Office"
"29374","Office"
"29375","Office"
"29376","Office"
"29377","Office"
"29378","Office"
"29379","Office"
"29380","Office"
"29381","Office"
"29382","Office"
"29383","Office"
"29384","Office"
"29385","Office"
"29386","Office"
"29387","Bank/Financial Institution"
"29388","Office"
"29389","Office"
"29390","Office"
"29391","Office"
"29392","Office"
"29393","Office"
"29394","Office"
"29395","Office"
"29396","Office"
"29397","Office"
"29398","Office"
"29399","Office"
"29400","Office"
"29401","Office"
"29402","Office"
"29403","Office"
"29404","Office"
"29405","Office"
"29406","Office"
"29407","Office"
"29408","Office"
"29409","Office"
"29410","Office"
"29411","Office"
"29412","Office"
"29413","Office"
"29414","Office"
"29415","Other"
"29416","Office"
"29417","Office"
"29418","Office"
"29419","Office"
"29420","Office"
"29421","Office"
"29422","Office"
"29423","Office"
"29424","Office"
"29425","Office"
"29426","Office"
"29427","Office"
"29428","Office"
"29429","Office"
"29430","Bank/Financial Institution"
"29431","Multifamily Housing"
"29432","Office"
"29433","Office"
"29434","Office"
"29435","Office"
"29436","Office"
"29437","Office"
"29438","Office"
"29439","Office"
"29440","Office"
"29441","Office"
"29442","Office"
"29443","Office"
"29444","Hotel"
"29445","Office"
"29446","Office"
"29447","Office"
"29448","Office"
"29449","Office"
"29450","Office"
"29451","Office"
"29452","Office"
"29453","Office"
"29454","Hotel"
"29455","Bank/Financial Institution"
"29456","Hotel"
"29457","Bank/Financial Institution"
"29458","Office"
"29459","Office"
"29460","Hotel"
"29461","Hotel"
"29462","Hotel"
"29463","Office"
"29464","Office"
"29465","Office"
"29466","Office"
"29467","Office"
"29468","Office"
"29469","Office"
"29470","Office"
"29471","Office"
"29472","Office"
"29473","Office"
"29474","Office"
"29475","Office"
"29476","Multifamily Housing"
"29477","Office"
"29478","Office"
"29479","Office"
"29480","Office"
"29481","Hotel"
"29482","Office"
"29483","Office"
"29484","Medical Office"
"29485","Office"
"29486","Office"
"29487","Office"
"29488","Office"
"29489","Office"
"29490","Office"
"29491","Office"
"29492","Office"
"29493","Office"
"29494","Office"
"29495","Office"
"29496","Office"
"29497","Office"
"29498","Office"
"29499","Office"
"29500","Multifamily Housing"
"29501","Office"
"29502","Other"
"29503","Office"
"29504","Office"
"29505","Office"
"29506","Office"
"29507","Office"
"29508","Hotel"
"29509","Office"
"29510","Office"
"29511","Office"
"29512","Office"
"29513","Office"
"29514","Office"
"29515","Office"
"29516","Office"
"29517","Education"
"29518","Multifamily Housing"
"29519","Office"
"29520","Hotel"
"29521","Office"
"29522","Office"
"29523","Medical Office"
"29524","Medical Office"
"29525","Office"
"29526","Office"
"29527","Hotel"
"29528","Hotel"
"29529","Office"
"29530","Office"
"29531","House of Worship"
"29532","Office"
"29533","Hotel"
"29534","Hotel"
"29535","Education"
"29536","Entertainment"
"29537","Other"
"29538","Hotel"
"29539","Retail"
"29540","Hotel"
"29541","Office"
"29542","Office"
"29543","Medical Office"
"29544","Hospital"
"29545","Hospital"
"29546","Hotel"
"29547","Multifamily Housing"
"29548","Multifamily Housing"
"29549","Education"
"29550","Multifamily Housing"
"29551","Retail"
"29552","Warehouse"
"29553","Office"
"29554","Hospital"
"29555","Medical Office"
"29556","Medical Office"
"29557","Other"
"29558","Entertainment"
"29559","Other"
"29560","Other"
"29561","Other"
"29562","Other"
"29563","Office"
"29564","Medical Office"
"29565","Education"
"29566","Senior Care"
"29567","Hotel"
"29568","Hospital"
"29569","Hospital"
"29570","Hospital"
"29571","Hospital"
"29572","Hospital"
"29573","Hospital"
"29574","Hospital"
"29575","Hospital"
"29576","Hospital"
"29577","Hospital"
"29578","Hospital"
"29579","Hospital"
"29580","Hospital"
"29581","Other"
"29582","Multifamily Housing"
"29583","Hospital"
"29584","Other"
"29585","Hospital"
"29586","Other"
"29587","Multifamily Housing"
"29588","Multifamily Housing"
"29589","Education"
"29590","Education"
"29591","Other"
"29592","Hotel"
"29593","Education"
"29594","Other"
"29595","Education"
"29596","Other"
"29597","Other"
"29598","Office"
"29599","Education"
"29600","Education"
"29601","Multifamily Housing"
"29602","Hospital"
"29603","Office"
"29604","Other"
"29605","Hospital"
"29606","Multifamily Housing"
"29607","Multifamily Housing"
"29608","Office"
"29609","Office"
"29610","Multifamily Housing"
"29611","Education"
"29612","Other"
"29613","Multifamily Housing"
"29614","Office"
"29615","Multifamily Housing"
"29616","Senior Care"
"29617","Hospital"
"29618","Office"
"29619","Senior Care"
"29620","Retail"
"29621","Other"
"29622","Other"
"29623","Multifamily Housing"
"29624","Other"
"29625","Hospital"
"29626","Hospital"
"29627","College/University"
"29628","College/University"
"29629","Multifamily Housing"
"29630","Multifamily Housing"
"29631","Multifamily Housing"
"29632","Education"
"29633","Education"
"29634","Medical Office"
"29635","Hospital"
"29636","College/University"
"29637","College/University"
"29638","Hotel"
"29639","Education"
"29640","Education"
"29641","Education"
"29642","Entertainment"
"29643","Office"
"29644","Office"
"29645","Retail"
"29646","Retail"
"29647","Office"
"29648","Office"
"29649","Medical Office"
"29650","Entertainment"
"29651","College/University"
"29652","College/University"
"29653","Office"
"29654","Education"
"29655","Warehouse"
"29656","Hospital"
"29657","College/University"
"29658","Office"
"29659","Office"
"29660","Office"
"29661","College/University"
"29662","Education"
"29663","Office"
"29664","Education"
"29665","Education"
"29666","College/University"
"29667","Education"
"29668","Multifamily Housing"
"29669","Other"
"29670","Multifamily Housing"
"29671","Other"
"29672","Office"
"29673","Office"
"29674","Office"
"29675","Office"
"29676","Hospital"
"29677","Hospital"
"29678","Hospital"
"29679","Hospital"
"29680","Hospital"
"29681","Hospital"
"29682","Hospital"
"29683","Office"
"29684","Hospital"
"29685","Hospital"
"29686","Office"
"29687","Office"
"29688","Office"
"29689","Hospital"
"29690","Office"
"29691","Office"
"29692","Office"
"29693","Office"
"29694","Education"
"29695","Education"
"29696","Office"
"29697","Library"
"29698","Education"
"29699","Retail"
"29700","Hospital"
"29701","Office"
"29702","Warehouse"
"29703","Hospital"
"29704","Warehouse"
"29705","Warehouse"
"29706","Warehouse"
"29707","Office"
"29708","Office"
"29709","Office"
"29710","Office"
"29711","Warehouse"
"29712","Office"
"29713","Multifamily Housing"
"29714","Warehouse"
"29715","Warehouse"
"29716","Office"
"29717","Warehouse"
"29718","Warehouse"
"29719","Warehouse"
"29720","Retail"
"29721","Other"
"29722","Retail"
"29723","Retail"
"29724","Retail"
"29725","Retail"
"29726","Education"
"29727","Multifamily Housing"
"29728","Multifamily Housing"
"29729","Education"
"29730","Entertainment"
"29731","Other"
"29732","Office"
"29733","Office"
"29734","Retail"
"29735","Multifamily Housing"
"29736","Multifamily Housing"
"29737","Warehouse"
"29738","Warehouse"
"29739","Office"
"29740","Warehouse"
"29741","Warehouse"
"29742","Warehouse"
"29743","Education"
"29744","Warehouse"
"29745","Other"
"29746","Warehouse"
"29747","Warehouse"
"29748","Warehouse"
"29749","Warehouse"
"29750","Warehouse"
"29751","Warehouse"
"29752","Warehouse"
"29753","Multifamily Housing"
"29754","Office"
"29755","Warehouse"
"29756","Multifamily Housing"
"29757","Warehouse"
"29758","Multifamily Housing"
"29759","Office"
"29760","Office"
"29761","Senior Care"
"29762","Multifamily Housing"
"29763","Supermarket"
"29764","Retail"
"29765","Multifamily Housing"
"29766","Office"
"29767","Multifamily Housing"
"29768","Warehouse"
"29769","Hospital"
"29770","Retail"
"29771","Retail"
"29772","Other"
"29773","Multifamily Housing"
"29774","Medical Office"
"29775","Hospital"
"29776","Senior Care"
"29777","Office"
"29778","Office"
"29779","Office"
"29780","Multifamily Housing"
"29781","Multifamily Housing"
"29782","Other"
"29783","Medical Office"
"29784","Office"
"29785","Retail"
"29786","Retail"
"29787","Other"
"29788","Other"
"29789","Senior Care"
"29790","Multifamily Housing"
"29791","Multifamily Housing"
"29792","Warehouse"
"29793","Warehouse"
"29794","Senior Care"
"29795","College/University"
"29796","Library"
"29797","Education"
"29798","Other"
"29799","Education"
"29800","Other"
"29801","Education"
"29802","Education"
"29803","Multifamily Housing"
"29804","Multifamily Housing"
"29805","Multifamily Housing"
"29806","Multifamily Housing"
"29807","Senior Care"
"29808","Hospital"
"29809","Hospital"
"29810","Hospital"
"29811","Hospital"
"29812","Office"
"29813","Medical Office"
"29814","Hospital"
"29815","Office"
"29816","Office"
"29817","Warehouse"
"29818","Retail"
"29819","Senior Care"
"29820","Office"
"29821","Mall"
"29822","Other"
"29823","Retail"
"29824","Retail"
"29825","Retail"
"29826","Hospital"
