OBJECTID,Address,Postal,Category,Organization,Property_Name,Property_Type,Year_Built,F2012_Square_Footage,F2013_Square_Footage,F2014_Square_Footage,F2015_Square_Footage,F2012_Site_EUI__kbtu_sq_ft__,F2013_Site_EUI__kbtu_sq_ft__,F2014_Site_EUI__kbtu_sq_ft__,F2015_Site_EUI__kbtu_sq_ft__,F2012_ENERGY_STAR_Score,F2013_ENERGY_STAR_Score,F2014_ENERGY_STAR_Score,F2015_ENERGY_STAR_Score,F2012_Weather_normalized_Site_E,F2013_Weather_normalized_Site_E,F2014_Weather_normalized_Site_E,F2015_Weather_normalized_Site_E,F2012_Emissions__metric_tons_,F2013_Emissions__metric_tons_,F2014_Emissions__metric_tons_,F2015_Emissions__metric_tons_,F2013_Water_Use__gal_,F2014_Water_Use__gal_,F2015_Water_Use__gal_,X,Y,PM_ID
139,2500 E Lake St,55406,"Private Property - 100,000+ sqft",,,Retail Store,1976,,,127233,127233,,,83,77,,,82,82,,,79,79,,,1758,1700,,6791,5772,-93.235821,44.948452,"1,546,892"
140,2501 Stevens Ave,55404,"Private Property - 100,000+ sqft",,,College University,1973,,,137463,137463,,,223,203,,,,0,,,215,209,,,2913,2730,,2085,1839,-93.275244,44.95722,"3,954,582"
141,2512 7th St S,55454,"Private Property - 100,000+ sqft",,,Outpatient Rehabilitation Physical Therapy,1945,,,173722,173722,,,197,190,,,,0,,,197,193,,,3822,3637,,6785,6923,-93.235381,44.966627,"4,099,252"
142,2650 Wells Fargo Way,55467,"Private Property - 100,000+ sqft",,,Office,2004,,,228894,228894,,,61,67,,,92,88,,,60,68,,,2389,2564,,5777,5973,-93.270244,44.953721,"4,326,531"
143,S Elliot Ave,55407,"Private Property - 100,000+ sqft",,,Parking,1980,,,1630889,,,,5,,,,,,,,5,,,,1749,,,2480,,-93.261316,44.955895,"4,338,285"
144,2701 Wells Fargo Way,55467,"Private Property - 100,000+ sqft",,,Office,1912,,,1024899,,,,56,,,,99,,,,53,,,,4659,,,7458,,-93.270203,44.953137,"4,326,526"
145,2800 4th Ave S,55408,"Private Property - 100,000+ sqft",,,Parking,2001,,,555000,655000,,,8,4,,,,0,,,8,4,,,917,407,,684,1198,-93.270319,44.951844,"4,459,601"
146,2801 4th Ave S,55408,"Private Property - 100,000+ sqft",,,Office,1983,,,241753,241753,,,85,68,,,79,89,,,83,70,,,3235,2569,,3848,4693,-93.270243,44.95143,"4,326,507"
147,2828 Chicago Ave S,55407,"Private Property - 100,000+ sqft",,,Medical Office,2008,,,106239,56239,,,193,182,,,2,1,,,190,182,,,2221,2096,,1047,1034,-93.26268,44.950819,"4,436,745"
148,2924 4th Ave S,55408,"Private Property - 100,000+ sqft",,,K 12 School,2007,,,158947,,,,55,,,,48,,,,52,,,,1145,,,608,,-93.27034,44.9495,"4,068,890"
149,2929 Chicago Ave,55407,"Private Property - 100,000+ sqft",,,Office,1927,,,444541,444541,,,123,106,,,86,89,,,115,112,,,5638,5182,,4973,4762,-93.262601,44.94918,"3,795,696"
150,3001 Broadway St NE,55413,"Private Property - 100,000+ sqft",,,Office,2000,,,229449,192600,,,74,71,,,90,84,,,72,72,,,2969,2585,,4303,4325,-93.219262,44.998816,"3,982,659"
151,3033 Excelsior Blvd,55416,"Private Property - 100,000+ sqft",,,Office,1953,,,165063,155000,,,162,163,,,,0,,,156,166,,,2724,2653,,38,42,-93.318772,44.948003,"4,434,985"
152,3100 W River Pkwy,55406,"Private Property - 100,000+ sqft",,,K 12 School,1912,,,152000,,,,70,,,,66,,,,64,,,,1055,,,1476,,-93.203826,44.946216,"4,489,790"
153,3106 Nicollet Ave,55408,"Private Property - 100,000+ sqft",,,Transportation Terminal Station,1990,,,210000,210000,,,96,68,,,,0,,,89,75,,,1773,1396,,6545,7471,-93.277964,44.946352,"4,059,979"
154,3200 W Lake St,55416,"Private Property - 100,000+ sqft",,,Strip Mall,1988,,,111054,89054,,,211,183,,,,0,,,202,188,,,2342,2157,,6,5,-93.321281,44.948497,"4,223,356"
155,3433 Broadway St NE,55413,"Private Property - 100,000+ sqft",,,Office,1985,,,133266,126066,,,45,38,,,98,99,,,42,39,,,872,742,,1645,1576,-93.213275,45.000525,"2,962,039"
156,3660 Technology Dr,55418,"Private Property - 100,000+ sqft",,,Office,1985,,,169300,169300,,,170,163,,,,22,,,167,167,,,4883,4949,,66,138,-93.277696,45.034857,"4,050,477"
157,4200 W River Pkwy,55406,"Private Property - 100,000+ sqft",,,K 12 School,1956,,,172770,,,,54,,,,77,,,,50,,,,1076,,,1599,,-93.203586,44.925542,"4,489,805"
158,4225 3rd Ave S,55409,"Private Property - 100,000+ sqft",,,Pre school Daycare,1963,,,108000,108000,,,64,46,,,,0,,,57,49,,,581,468,,1770,1971,-93.272713,44.925929,"4,060,398"
159,6010 Lyndale Ave S,55419,"Private Property - 100,000+ sqft",,,Retail Store,1970,,,224051,,,,133,,,,,,,,122,,,,2609,,,25,,-93.288371,44.894079,"4,052,464"
160,8 60th St W,55419,"Private Property - 50,000-100,000 sqft",,,Worship Facility,1959,,0,60640,60640,,,,50,,,,76,,,,54,,,,268,,,674,-93.279052,44.893767,"4,052,769"
161,10 2nd St NE,55413,"Private Property - 50,000-100,000 sqft",,,Office,1984,,0,99317,99317,,,,99,,,,51,,,,104,,,,1507,,,1945,-93.25802,44.987721,"4,431,339"
162,10 W Lake St,55408,"Private Property - 50,000-100,000 sqft",,,Retail Store,1978,,91805,91805,91805,,,,46,,,,86,,,,48,,,,714,,,601,-93.278181,44.948387,"2,345,489"
163,15 S 9th St,55402,"Private Property - 50,000-100,000 sqft",,,College University,1920,,0,80275,80275,,,,155,,,,0,,,,159,,,,0,,,1,-93.27625,44.975975,"4,420,364"
164,17 Washington Ave N,55401,"Private Property - 50,000-100,000 sqft",,,Bank Branch,1969,,0,56935,56935,,,,87,,,,38,,,,91,,,,768,,,252,-93.269508,44.982315,"4,428,867"
165,46 S 11th St,55403,"Private Property - 50,000-100,000 sqft",,,College University,2005,,0,75019,75019,,,,157,,,,0,,,,162,,,,1324,,,960,-93.277625,44.973891,"4,426,482"
166,84 S 10th St,55403,"Private Property - 50,000-100,000 sqft",,,Office,1914,,0,66300,63360,,,,85,,,,65,,,,86,,,,752,,,3503,-93.273937,44.973705,"3,830,355"
167,112 19th Ave NE,55418,"Private Property - 50,000-100,000 sqft",,,K 12 School,1975,,0,53450,53450,,,,52,,,,0,,,,57,,,,293,,,494,-93.267257,45.007426,"4,462,991"
168,122 Franklin Ave W,55404,"Private Property - 50,000-100,000 sqft",,,Office,1962,,0,71756,71756,,,,99,,,,76,,,,0,,,,691,,,929,-93.280431,44.962717,"4,378,992"
169,201 Chicago Ave,55415,"Private Property - 50,000-100,000 sqft",,,Office,2012,,0,62400,62400,,,,115,,,,36,,,,118,,,,971,,,708,-93.256406,44.97802,"3,021,989"
170,211 1st St N,55401,"Private Property - 50,000-100,000 sqft",,,Office,1930,,0,75203,75203,,,,66,,,,77,,,,70,,,,784,,,3662,-93.269231,44.985494,"3,226,960"
171,215 S 8th St,55402,"Private Property - 50,000-100,000 sqft",,,Worship Facility,1953,,0,70000,70000,,,,77,,,,31,,,,84,,,,575,,,419,-93.270084,44.974643,"4,425,409"
172,217 5th Ave N,55401,"Private Property - 50,000-100,000 sqft",,,Office,1915,,0,62775,,,,,,,,,,,,,,,,,,,,,-93.273868,44.986673,"4,361,913"
173,233 Park Ave S,55415,"Private Property - 50,000-100,000 sqft",,,Office,1909,,0,52069,52069,,,,121,,,,55,,,,126,,,,943,,,1660,-93.258656,44.977591,"4,367,944"
174,277 12th Ave N,55401,"Private Property - 50,000-100,000 sqft",,,K 12 School,1969,,0,89688,,,,,,,,,,,,,,,,,,,,,-93.282783,44.990881,"4,372,058"
175,300 Industrial Blvd NE,55413,"Private Property - 50,000-100,000 sqft",,,Mixed Use Property,1971,,0,92450,65400,,,,37,,,,0,,,,41,,,,303,,,1,-93.210217,44.991732,"4,392,824"
176,312 Central Ave SE,55414,"Private Property - 50,000-100,000 sqft",,,Office,1977,,82044,82044,,,,,,,,,,,,,,,,,,,,,-93.254566,44.987098,"2,775,824"
177,323 Stinson Blvd,55413,"Private Property - 50,000-100,000 sqft",,,Office,1969,,0,75670,50826,,,,400,,,,1,,,,403,,,,3856,,,1121,-93.226673,44.992951,"4,519,347"
178,333 Washington Ave N,55401,"Private Property - 50,000-100,000 sqft",,,Office,1895,,0,68043,68043,,,,72,,,,77,,,,75,,,,768,,,907,-93.272737,44.98468,"3,362,081"
179,400 Central Ave SE,55414,"Private Property - 50,000-100,000 sqft",,,Vocational School,1924,,0,70080,70080,,,,105,,,,0,,,,108,,,,1028,,,2938,-93.253955,44.987848,"4,488,133"
180,404 3rd Ave N,55401,"Private Property - 50,000-100,000 sqft",,,Office,1895,,0,55500,,,,,,,,,,,,,,,,,,,,,-93.275149,44.982604,"4,518,221"
181,414 8th St S,55404,"Private Property - 50,000-100,000 sqft",,,Office,1927,,0,83222,73722,,,,101,,,,68,,,,105,,,,791,,,255,-93.267273,44.97355,"4,162,543"
182,419 Washington Ave N,55401,"Private Property - 50,000-100,000 sqft",,,Office,1913,,0,74000,,,,,,,,,,,,,,,,,,,,,-93.274298,44.985754,"4,039,509"
183,501 S 2nd St,55401,"Private Property - 50,000-100,000 sqft",,,Other   Education,2008,,0,55562,,,,,,,,,,,,,,,,,,,,,-93.260481,44.979811,"4,412,129"
184,525 W 54th St,55419,"Private Property - 50,000-100,000 sqft",,,K 12 School,1922,,0,58000,85345,,,,114,,,,4,,,,124,,,,781,,,747,-93.285867,44.90507,"4,473,352"
185,601 Stinson Blvd,55413,"Private Property - 50,000-100,000 sqft",,,Parking,1920,,107200,53600,67000,,,,15,,,,0,,,,15,,,,161,,,284,-93.22672,44.995153,"3,347,798"
186,616 S 24th Ave,55454,"Private Property - 50,000-100,000 sqft",,,Parking,1945,,0,45500,45500,,,,22,,,,0,,,,22,,,,208,,,0,-93.237762,44.96709,"4,526,013"
187,700 10th Ave S,55415,"Private Property - 50,000-100,000 sqft",,,Office,1920,,0,60528,60528,,,,74,,,,89,,,,77,,,,504,,,414,-93.258856,44.97089,"4,405,212"
